ReviewKey,CheckedAt,Code,Hotel,Author,Rating,RelativeTime,Text
CHH|0c5a319007,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Michael Hoang,,,โรงแรมตั้งอยู่ใจกลางเมือง สะดวกต่อการเดินทางไปเที่ยวชมวัดและเจดีย์ ในตอนเย็น คุณสามารถไปตลาดกลางคืนชื่อดังของเชียงใหม่ได้ ที่ตลาดกลางคืนเหล่านี้ นักท่องเที่ยวสามารถซื้อของที่ระลึกและเพลิดเพลินกับอาหารไทยริมทางได้ อาหารเช้าที่โรงแรมมีไม่มากนัก แต่อร่อย สะอาด พนักงานทุ่มเท อุปกรณ์ของโรงแรมอยู่ในสภาพทรุดโทรมมาก ไม่มีแปรงสีฟันและไดร์เป่าผม แหล่งน้ำที่โรงแรมตอนที่ฉันพักมีมลพิษอย่างหนักเนื่องจากท่อเก่าที่ชำรุด ที่นี่เสียงดังมากในตอนกลางคืนเพราะตั้งอยู่ใกล้กับร้านอาหารที่เปิดเพลงจนถึง 23.00 น. ระบบปรับอากาศเก่าและมีเสียงดัง
CHH|b2c31d9889,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,LoresolT,,,เราพักที่นี่สี่คืน ซึ่งถือว่านานพอสมควร และเราบอกได้เลยว่าเราชอบโรงแรมนี้ ห้องพักดูสะดวกสบายและอยู่ในสภาพดี โรงแรมมีขนาดใหญ่มาก ตั้งอยู่ใกล้ตลาดกลางคืน อาหารเช้าครบครัน ข้อเสียอย่างเดียวคือ ห้องของเราหันหน้าไปทางถนนที่มีตลาดกลางคืน …
CHH|6951b1312e,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,joakimd344,,,เมื่อเรามาถึงเชียงใหม่ เราเลือกโรงแรมแรกที่เห็น เพราะสิ่งที่เราต้องการคือการนอนหลับเท่านั้น ภายนอกและล็อบบี้ดูดี แต่ห้องพักกลับเผยให้เห็นสภาพที่แท้จริงของโรงแรม: สกปรก เก่า และทรุดโทรม กลิ่นเหม็นโชยมาทันทีที่เข้าไป …
CHH|91ee525bb7,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,ともとりっぷ,,,ฉันเข้าพักที่นี่เป็นเวลาหนึ่งสัปดาห์ในเดือนมิถุนายน 2018  (ห้องซูพีเรียร์ เตียงเดี่ยว 2 เตียง)  พนักงานต้อนรับทุกคนเป็นมิตรมาก และพวกเขายังช่วยจัดการเรื่องทัวร์และรถแท็กซี่ที่เคาน์เตอร์แยกต่างหากด้วย  ฉันสามารถสื่อสารได้แม้ภาษาอังกฤษของฉันจะไม่ค่อยดีนัก  ห้องพักค่อนข้างเก่า จึงมีร่องรอยการใช้งานบ้าง แต่ก็เพียงพอสำหรับฉัน  ห้องน้ำมีอ่างอาบน้ำ และอุณหภูมิและแรงดันน้ำในห้องอาบน้ำดีเยี่ยม  ห้องสุขามีฝักบัวมือและกระดาษชำระ  เพื่อป้องกันการอุดตัน โปรดอย่าทิ้งกระดาษชำระลงในชักโครก แต่ให้ทิ้งลงในถังขยะข้างๆ  เครื่องปรับอากาศค่อนข้างแรง ฉันจึงปรับตามความเหมาะสม  ความเร็ว Wi-Fi ดีเมื่อเชื่อมต่อ แต่บางครั้งก็หลุด  สัญญาณอาจอ่อนลงในชั้นสูงๆ ดังนั้นหากนี่เป็นปัญหา ควรขอห้องพักชั้น 6 หรือต่ำกว่า  ฉันขอห้องพักชั้น 6 แทนที่จะเป็นชั้น 7  มีทีวี ไดร์เป่าผม กาต้มน้ำ ตู้เย็น ตู้เซฟ และไม้แขวนเสื้อ  ไม่มีรองเท้าแตะ แต่คุณสามารถหาซื้อรองเท้าแตะราคาถูกได้มากมายที่ตลาดอนุสันต์ด้านหลังโรงแรม  สิ่งอำนวยความสะดวก ได้แก่ สบู่ แชมพูผสมครีมนวด เจลอาบน้ำ โลชั่นบำรุงผิว และหมวกอาบน้ำ  โปรดนำแปรงสีฟันและชุดแปรงสีฟันมาเอง  ไม่มีผ้าเช็ดมือ แต่มีผ้าเช็ดตัวสองผืน จึงไม่ใช่ปัญหา  มีน้ำดื่มสองขวดให้ด้วย  ในวันที่ไม่มีบริการทำความสะอาดห้อง โปรดสอบถามพนักงานทำความสะอาดห้องอื่น พวกเขาจะให้ผ้าเช็ดตัวและน้ำดื่มแก่คุณ  มีคอมพิวเตอร์สองเครื่องให้บริการฟรีที่ชั้นหนึ่ง ซึ่งมีประโยชน์มากสำหรับการถ่ายโอนข้อมูลจากเมมโมรี่การ์ดไปยังฮาร์ดไดรฟ์ภายนอก  สระว่ายน้ำอยู่ห่างออกไปเพียงขึ้นลิฟต์ไปไม่ไกล ที่ชั้นสี่  น้ำสะอาดและลมพัดอุ่นๆ ทำให้เป็นสถานที่ที่เหมาะสำหรับการพักผ่อน  พื้นที่สำหรับสูบบุหรี่อยู่ด้านนอกล็อบบี้ที่ชั้นหนึ่ง หรือข้างสระว่ายน้ำ  ฉันจองห้องพักพร้อมอาหารเช้า แต่ตัวเลือกอาหารค่อนข้างจำกัด ดังนั้นครั้งหน้าฉันอาจจะข้ามอาหารเช้าไป  ฉันแนะนำร้านอาหาร JP Lanna ที่อยู่ใกล้ๆ โรงแรม  ถึงแม้โรงแรมจะค่อนข้างไกลจากเมืองเก่า แต่ตลาดอนุสันต์อยู่ตรงทางเข้าด้านหลัง และตลาดกลางคืนก็อยู่ไม่ไกลจากโรงแรม เดินไปได้สบายๆ  การเดินเล่นริมแม่น้ำปิงเป็นวิธีที่ดีที่จะได้ผ่านตลาดดอกไม้ ตลาดวโรรท และตลาดม้ง  คุณสามารถไปเมืองเก่าได้โดยรถสองแถวหรือตุ๊กตุ๊ก (ประมาณ 100 บาทสำหรับตุ๊กตุ๊ก)  (ฉันเดินไปนะคะ)  นอกจากนี้ยังมีเซเว่นอีเลฟเว่น ร้านนวดแผนไทย และร้านเช่ามอเตอร์ไซค์อยู่ใกล้ๆ ดังนั้นฉันจึงหามอเตอร์ไซค์ได้ไม่ยาก  โดยรวมแล้ว ฉันคิดว่าโรงแรมนี้ดีที่สุด  ฉันจะกลับมาพักที่นี่อีกแน่นอนเมื่อมาเที่ยวเชียงใหม่  หวังว่าข้อมูลนี้จะเป็นประโยชน์กับใครสักคนนะคะ ^^
CHH|f0b157f7bc,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Nao Y (nao),,,โรงแรมตั้งอยู่ทางฝั่งตะวันออกของเมืองเก่าเชียงใหม่ สามารถเดินไปตลาดอนุสารและตลาดกลางคืนได้อย่างสะดวก และยังมีร้านสะดวกซื้ออยู่ใกล้ๆ ทำให้เป็นทำเลที่ดีเยี่ยม ด้วยราคาที่สมเหตุสมผล ทำให้โรงแรมนี้เป็นโรงแรมที่ฉันเลือกพักบ่อยที่สุดในเชียงใหม่  ก่อนหน้านี้ โรงแรมค่อนข้างเก่าและทรุดโทรม ฉันกังวลว่ามันจะสามารถรับมือกับสถานการณ์โรคระบาดได้หรือไม่ แต่ในการเข้าพักครั้งล่าสุดของฉัน ภายนอกโรงแรมได้รับการทาสีใหม่สวยงาม ห้องพักและสิ่งอำนวยความสะดวกอื่นๆ ก็ได้รับการปรับปรุงอย่างค่อยเป็นค่อยไป และดูเหมือนว่าจำนวนแขกจะเพิ่มขึ้น  สิ่งอำนวยความสะดวกอาจมีไม่มากนัก แต่เมื่อพิจารณาจากราคาแล้ว ฉันก็ไม่สามารถบ่นได้  ฉันอยากจะใช้บริการโรงแรมนี้อีกในอนาคต
CHH|2a2790e22d,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,ผู้รีวิวของ Tripadvisor,,,อัตราส่วนราคาต่อคุณภาพถือว่าดี แม้ว่าโรงแรมจะดูเก่าไปบ้างแล้วก็ตาม บุฟเฟ่ต์อาหารเช้าเยี่ยมมาก พนักงานโรงแรมสุภาพมาก ข้อเสียอย่างเดียวคือเรื่องความสะอาด น่าจะทำความสะอาดหน้าต่างอีกครั้ง เพราะบางบานสกปรกมากจนมองไม่เห็นข้างนอก เตียงนอนก็เก่ามากเช่นกัน แต่ในราคาเท่านี้ ก็ต้องยอมรับข้อเสียบ้างได้
CHH|f8254ed838,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Wendy Burri,,,5 ดาว โรงแรม CH ตั้งอยู่ในทำเลที่ดีเยี่ยม ติดกับตลาดกลางคืน  5 ดาวสำหรับพนักงานที่สุภาพ เป็นมิตร และให้ความช่วยเหลือดีมาก  5 ดาวสำหรับห้องพัก – อาจจะดูเก่าไปหน่อย แต่สะอาดมาก ๆ  3 ดาวสำหรับสระว่ายน้ำ  1 ดาวสำหรับบุฟเฟ่ต์อาหารเช้า – น่าเสียดายที่มีให้เลือกน้อยมาก และอาหารร้อนก็เย็น ไม่แนะนำ ซึ่งฉันรู้สึกผิดหวังมาก  แต่โดยรวมแล้ว เป็นตัวเลือกที่ดีหากคุณพัก 1 หรือ 2 คืน
CHH|191e8a7808,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,ผู้รีวิวของ Tripadvisor,,,ฉันเข้าพักที่โรงแรม Ch เป็นเวลาสองคืนในเดือนธันวาคม 2551 ต้องบอกว่าด้วยราคาและความใกล้กับตลาดกลางคืน (150-200 เมตร) และแม่น้ำ ฉันขอแนะนำโรงแรมนี้สำหรับการพักระยะสั้นในเมือง อย่าคาดหวังความสะอาดมากนัก …
CHH|67dc5a1d37,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,620katusciac,,,แย่มาก ๆ | เราเข้าพักในเดือนสิงหาคมเพื่อทริปพักผ่อน/วันหยุดครอบครัว และแผนของเรายังรวมถึงการไปเชียงใหม่ 2 วันด้วย | ราคาถูกและน่าดึงดูดใจ เราจึงจองห้องพักสองห้องผ่าน Booking.com รูปภาพนั้นหลอกลวงมาก! | มีกลิ่นเหม็นมากในทางเดินและห้องพัก | …
CHH|83acf37b5c,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Nuchi Thao,,,พนักงานบริการดี ล็อบบี้สะอาดและหรูหรา แต่ห้องพักเก่ามาก พรมมีกลิ่นปัสสาวะแรง ผ้าเช็ดตัวและห้องน้ำสะอาด บริเวณสระว่ายน้ำดูดี แต่ไม่มีเวลาไปใช้บริการ โรงแรมอยู่ติดกับตลาดกลางคืนจึงสะดวกมาก มีอาหารและร้านค้ามากมายสำหรับนักท่องเที่ยว
CHH|487f8f76ed,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,oldmikeNewZealand,,,พักที่โรงแรมนี้ 3 คืน และรู้สึกค่อนข้างผสมปนเปกัน ห้องพักที่ได้ก็โอเค ส่วนล็อบบี้และห้องอาหารก็สวยงามพอใช้ได้ สระว่ายน้ำก็โอเค แต่เข้าออกค่อนข้างลำบาก || ตัวอาคารต้องการการทาสีใหม่ เพราะดูแย่มากในสภาพปัจจุบัน …
CHH|15a3bfc9e9,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Fearless809693,,,ฉันพักที่นี่ 5 คืน รวมอาหารเช้าแล้ว ฉันคิดว่าราคาค่อนข้างถูก ฉันประหลาดใจกับจำนวนกลุ่มทัวร์ที่มาพัก ที่พักอยู่ใกล้กับตลาดกลางคืน ดังนั้นจึงมีทุกอย่างให้เลือกสรร ทั้งร้านกาแฟ ร้านนวด ร้านแลกเปลี่ยนเงินตรา ร้านสะดวกซื้อ พนักงานเป็นมิตร …
CHH|5bc088edb2,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Mike3584,,,โรงแรมตั้งอยู่ติดกับตลาดกลางคืนที่สวยงามมาก เมืองเก่าอยู่ห่างออกไปประมาณ 10-20 นาทีโดยการเดิน ค่าโดยสารรถตุ๊กตุ๊กประมาณ 60 บาท ห้องพักค่อนข้างเก่าและดูทรุดโทรม อาหารเช้ามีให้เลือกพอใช้ได้ มีอาหารร้อน ซีเรียล และขนมปังปิ้งทาแยมให้เลือกมากมาย …
CHH|6d83374128,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Matthew Strudl,,,เราพักห้อง 403 เครื่องปรับอากาศทำงานไม่ดี เราจึงโทรไปที่แผนกต้อนรับเพื่อขอเปลี่ยนห้องที่มีเครื่องปรับอากาศที่ดีกว่า แผนกต้อนรับบอกว่าจะส่งคนขึ้นมาดู มีสุภาพบุรุษสองคนมาดูและปรับความเร็วพัดลมจากระดับกลางเป็นระดับสูง จากนั้นพวกเขาก็บอกว่าจะตรวจสอบเครื่องปรับอากาศด้านนอก 2 ชั่วโมงต่อมาก็ไม่มีใครติดต่อกลับมาเลย เราจึงออกไปทานอาหารและดื่มเครื่องดื่ม อุณหภูมิก็ไม่เปลี่ยนแปลง ในห้องอาบน้ำมีราดำขึ้นตามร่องกระเบื้อง มีขยะอยู่บนพื้นข้างหัวเตียงระหว่างพื้นกับผนัง นอกจากนี้ยังมีฝุ่นและสิ่งสกปรกสะสมอยู่ ซึ่งแสดงให้เห็นว่าห้องนี้ไม่ได้ทำความสะอาดมานานแล้ว โรงแรมนี้เก่ามากและต้องการการปรับปรุงครั้งใหญ่ อย่างไรก็ตาม...ทำเลที่ตั้งของโรงแรมดีเยี่ยมสำหรับนักท่องเที่ยว และมีสถานที่ท่องเที่ยวและกิจกรรมมากมายในบริเวณนี้ มีร้านอาหารและบาร์ดีๆ มากมายเช่นกัน ฉันจะไม่กลับมาพักที่นี่อีกและจะไม่แนะนำให้ใครมาพัก หากคุณกำลังมองหาโรงแรมหรือที่พักดีๆ ใกล้ๆ ที่นี่... ฉันขอแนะนำ Iron32 ค่ะ ฉันพักที่นั่น 2 คืนก่อนมาที่นี่ และมันวิเศษมาก!
CHH|c32317fef0,2026-06-23 08:59,CHH,CH Hotel Chiang Mai,Takeda Ichiro,,,ฉันตกใจมาก มีตู้เซฟ แต่ไม่ปลอดภัยเลย คุณสามารถเอาของออกไปได้ง่ายๆ เรื่องนี้เกินกว่าจะประเมินได้  ทำเลที่ตั้งสะดวก มีน้ำอุ่นในห้องอาบน้ำ พนักงานต้อนรับเป็นมิตร พวกเขาบอกว่าทุกห้องมีอ่างอาบน้ำ  อย่างไรก็ตาม โรงแรมเก่า และเครื่องปรับอากาศแทบปรับไม่ได้เลย มีแค่เปิดหรือปิดเท่านั้น คอมเพรสเซอร์เสียงดังมาก ห้องข้างๆ ก็ส่งเสียงหึ่งๆ ดังเหมือนกัน ฉันไม่แนะนำสำหรับคนที่ทนเสียงดังไม่ได้ และมีกลิ่นนิดหน่อยด้วย
ITC|b1020a0aa0,2026-06-23 08:59,ITC,Imm Hotel Thapae,I am kampon.t,,,ที่ตั้งอยู่หน้าประตูท่าแพ ข้ามถนน 2 เลยก็ถึงเลย ดีงาม สะดวกดีมาก  ที่จอดรถมี 2 จุดอยู่ด้านหลังโรงแรม  ห้องพักดี สะอาด ด้านล่างเป็นโถงมีโซฟาให้นั่ง และตอนเช้าก็เป็นที่ทานบุฟเฟ่ต์อาหารเช้า  นอกโรงแรมด้านข้าง ข้างนึงคือ กาแฟพันธุ์ไทย อีกข้างนึงคือ McDonald ร้านยาก็อยู่ใกล้ Boots ก็มี Misue ห่างไปนิดเดียว สะดวกสุด
ITC|3d498305c7,2026-06-23 08:59,ITC,Imm Hotel Thapae,BuncharS,,,เข้าพัก 2 คนวันที่ 27 -30 กรกฏาคม 2561 (พนักงานบอก Upgrade ให้ แต่อยู่ชั้นล่างสุด เลยไม่แน่ใจว่าจริงหรือไม่ แต่ห้องก็ดูใหม่มาก) โรงแรมหาง่าย อยู่ตรงข้ามประตูท่าแพ บรรยากาศโดยรอบคึกคัก หาของกินสะดวก ข้างล่างโรงแรมมี McDonald's …
ITC|6b83af884a,2026-06-23 08:59,ITC,Imm Hotel Thapae,Mermaid J,,,มาพักช่วงสงกราน โลเคชั่นดีเริ่ดเลยละ ใกล้ทุกอย่าง ทุกสรรพสิ่ง เดินได้ง่าย  แต่ที่จอดรถน้อย  เราติดป้ายห้ามรบกวน แต่ก็ไม่มีการเปลี่ยนน้ำหรือทิชชูให้ (เคยไปพักหลายๆที่ เขาจะวางขวดน้ำที่หน้าห้อง)  ห้องค่อนข้างเก่า ไม่กันเสียง ถ้าข้างนอกเสียงดัง ได้ยินแน่นอน แต่น้ำไหลแรงสะใจมาก
ITC|3fa7faebfb,2026-06-23 08:59,ITC,Imm Hotel Thapae,Phuchit Taphaopong,,,เข้าพักวันที่14 พย 2568 พักห้องละ2คน 2 ห้อง มีคีย์การ์ดให้ห้องละ 1ใบ เวลาออกไปข้างนอกคนเดียว ก็ต้องเคาะเรียกให้เพื่อนเปิดให้ เพราะต้องเสียบคีย์การ์ดไว้เพื่อไม่ให้แอร์และไฟดับ หรือจะไปต้องออกไป2คน มีทีวี แต่ต่อ wifi ไม่ได้ พนักงานแจ้งว่า ต้องต่อจากฮอตสปอร์ตของลูกค้า คือถ้าห้องใหนยังไม่พร้อมให้บริการ ก็ไม่ควรปล่อยให้ลูกค้าเข้าพักครับ เสียเงินแล้ว อุปกรณ์ที่มีในห้อง ควรพร้อมใช้นะครับ จ่ายก็จ่ายเงินเต็มจำนวน
ITC|d09f9e909b,2026-06-23 08:59,ITC,Imm Hotel Thapae,P Z,,,ห้องเหมือนห้องพักรายวัน จองล่วงหน้าเกือบ2เดือนแจ้งว่าขอเตียงใหญ่ ไปถึงบอกได้เตียงเดี่ยวคู่ แล้วเลือกแบบไม่รวมอาหารเช้า แต่จัดห้องให้อยู่ชั้น1 หน้าบริเวณที่รับประทานอาหาร (งงมากพึ่งเคยเจอโรงแรมเอาที่กินข้าวมาตั้งอยู่กลางโถงโรงแรม) ได้ยินเสียงจานช้อนซ้อมกระทบกันตั้งแต่เช้า ในห้องไม่มีอะไรให้นอกจากที่คลุมผม ทิชชู่ก็มีให้มวนเดียวในห้องน้ำ  ดีอย่างเดียวคือ Location อยู่ตรงข้ามประตูท่าแพ แม้ข้างนอกจะวุ่นวายแต่เสียงไม่ดังเข้ามาในโรงแรม
ITC|8c5e4ec729,2026-06-23 08:59,ITC,Imm Hotel Thapae,วราภรณ์ คล้ายสุวรรณ,,,เข้าพักวันที่31ตุลาคม2568เวลา14.00นทางซึ่งเรามาถึงก่อนเวลาที่12.00น.พอติดต่อพนักงานโรงแรมแจ้งว่าลูกค้าสามารถเข้าพักได้เลยเรารู้สึกว้าวเลย ตอนแรกนึกว่าจะต้องนั่งรอก่อนกว่าจะถึงเวลา และตอนกับเราเช็คเอาท์ออกตอน12.00น.ของวันที่1พ.ย2568 แต่ด้วยความที่เราขึ้นไปดอยสุเทพวันนั้นตอนเช้ามีฝนตกพอดีเลยลงมาช้่าก้อโทรแจ้งโรงแรมอาจจะเรทเวลาออกสุก1ชั่วโมงทางโรงแรมก้อน่ารักบอกได้แต่ไม่เกิน1ชั่วโมงพนักงานหน้าเค้าเตอร์น่ารักมากและพอจะออกมีของเยอะและอยากไปซื้อของฝากให้ทางบ้านเราเราก้อขอฝากของกระเป๋าเดินทางทางพนักงานก้อรับฝากจน16.00นเลยนะ แนะนำคะโรงแรมนี้ดีมากมาพักกันเยอะๆนะคะ
ITC|457d205e02,2026-06-23 08:59,ITC,Imm Hotel Thapae,mai2girl,,,ห้องพักโอเคมาก เงียบ ปลอดภัย มีไวไฟฟรี แมคโดนัลด์อยู่ติดกันเลย อยู่ตรงข้ามประตูท่าแพ มีตลาดด้วย มีร้านอาหารรอบที่พัก สะดวกสุดๆ
ITC|43a7aae41c,2026-06-23 08:59,ITC,Imm Hotel Thapae,Nam Fonn,,,หน้าโรงแรมมีแมคโดนัล ดูข้างนอกดูเล็ก แต่เข้าไปใหญ่นะ เดินไกลเลย ห้องสะอาดเรียบร้อยดี อ่างล้างหน้าอยู่ด้านนอกห้องน้ำ ไม่มีไฟขาวแต่งหน้าลำบากต้องเปิดหน้าต่าง มีที่จอดรถ ต้องขับเลยโรงแรมไปหน่อยจะมีป้ายบอกให้ไปจอดด้านหลัง อาหารเช้าดี มีให้เลือกหลากหลาย ทำเลดีมาก ตรงข้ามเป็นถนนคนเดินที่ประตูท่าแพ เดินเหนื่อยก็กลับโรงแรมได้ไม่ไกล
ITC|c4be0db225,2026-06-23 08:59,ITC,Imm Hotel Thapae,Jasmin,,,ดูจากภายนอกขนาดเล็ก แต่ข้างในโรงแรมมีห้องพักเยอะมาก มีที่จอดรถด้านหลังโรงแรมอยู่ใจกลางเมืองสะดวกในการเดินทางไปยังที่ต่างๆแหล่งท่องเที่ยว ตลาด ร้านอาหาร มีแมคโดนัลอยู่ด้านล่าง และมีสตาบัคอยู่ไม่ไกล เป็นโรงแรมที่คุ้มค่าราคา
ITC|050dfd526f,2026-06-23 08:59,ITC,Imm Hotel Thapae,Thanased Wattanapongsatit,,,ตั้งใจหาที่พักแถวประตูท่าแพเพราะจะมาถ่ายรูปกับนกพิราบเก๋ไ และเดินลงมาถนนคนเดินสวยๆ สุดท้ายถนนคนเดินมีวันอาทิตย์จร้าาไปคืนวันเสาร์ อุตส่าห์จองแบบมีที่จอดรถด้วยยอมแพงหน่อยสุดท้ายก็ต้องขับรถไปถนนคนเดินวัวลาย
ITC|a98fcc2827,2026-06-23 08:59,ITC,Imm Hotel Thapae,สรัลชนา กล่อมกลิ่น,,,เข้าพักวันที่31/12 เป็นห้องสุดท้ายของโรงเเรมพอดีเลย เพราะโดนโรงเเรมอื่นเทวันนั้นพอดี จริงๆเราจองไว้1ห้องล่วงหน้าหลายเดือนให้คุณพ่อคุณเเม่พัก ทุกอย่างดีมากราคาก็ดีด้วย สำหรับการจองล่วงหน้า พนังงานน่ารักค่ะ ห้องโอเคเลย เเอบเเอร์เก่าไปนิดนึง วันที่เราเข้าพักด้วยความวอคอินไปเทศกาลเพิ่ม1ห้องราคาเลยเเพงขึ้นมาเเต่ไม่เป็นไรเพราะอย่างน้อยวันนั้นที่นี้เป็นที่สุดท้ายเลยที่เหลือพอดี
ITC|8129958cf2,2026-06-23 08:59,ITC,Imm Hotel Thapae,Sutthaya Charoenphol,,,ตอนนี้เป็นเวลา 02.23 น. ยังไม่ได้นอน เสียงรบดวนเยอะมาก ไม่รู้อะไร เสียงคนบ้าง เสียงลากเก้าอี้บ้าง อยู่ข้างนอกห้อง อื้อหือ คือความสงบไม่มีเลย 🥹 …
ITC|361a86fc24,2026-06-23 08:59,ITC,Imm Hotel Thapae,ice supathanes,,,ไปพักครั้งแรกประทับใจมาก มีโอกาสจะกลับไปที่นี้อีกค่ะ มองภายนอกเหมือนโรงแรมเล็ก แต่ข้างในใหญ่มาก มีที่จอดรถนะแต่ไปจอดหลังโรงแรมค่ะ เราไปพักคืนวันอาทิตย์เดินลงมาไปเดินถนนคนเดินตรงประตูท่าแพได้เลย 😍
ITC|2847a32f39,2026-06-23 08:59,ITC,Imm Hotel Thapae,ทะเล สีน้ําเงิน,,,ห้องพักโอเค กว้างขวาง ห้องเก็บเสียงดีมาก ขนาดไปปีใหม่ไม่ได้ยินเสียงอะไรเลย🤣🤣 เปิดห้องมาถึงได้ยินเสียงดนตรีแต่ไม่ได้ดังเว่อ
ITC|a050054bc2,2026-06-23 08:59,ITC,Imm Hotel Thapae,oum Warin,,,แนะนำเลยค่ะ (เป็นสถานที่ที่ง่ายต่อการเดินทางไปท่องเที่ยวโดยสารรถสาธารณะ) ใกล้ประตูท่าแพมาก แค่เดินข้ามถนนไป สะดวกสบายในการซื้อของใช้ ของกิน มาก
ITC|bc21ba0bcb,2026-06-23 08:59,ITC,Imm Hotel Thapae,sa tree,,,ทำเล​ดี​ มีที่จอดรถ ห้องพักสะอาด​ อาจจะเก่าลงตามเวลาบ้างแต่โดยรวมก็ดีคุ้มกับราคา
ITC|f2ec2b6303,2026-06-23 08:59,ITC,Imm Hotel Thapae,Monrudee Meetip,,,ดี เคยมาพักหลายปีก่อนมากๆๆๆประมาณ 14-15 ปีได้ ที่นอนนุ่มเด้งดี ทีวีจอใหญ่มีเนตฟริค
ITC|61f043a7e8,2026-06-23 08:59,ITC,Imm Hotel Thapae,Whuttichai Tankmongkon,,,ห้องสะอาดมาก ให้เต็ม100 อาหารเช้าอร่อย  ใจกลางเมือง  เดินทางสะดวก
ITC|837dbfadec,2026-06-23 08:59,ITC,Imm Hotel Thapae,Supphawich S. (Edy),,,โรงแรมตั้งอยู่ในทำเลที่ดีมาก ตรงข้ามกับประตูท่าแพเลย ใครมาถนนคนเดินวันอาทิตย์นี่สะดวกสุดๆ เดินข้ามไปถึงเลย ตัวโรงแรมค่อนข้างเก่า ภายในห้องอุปกรณ์ครบครัน หมอนไม่ค่อยนิ่มมีให้คนละใบ เตียงก็ไม่ค่อยนิ่ม ไม่มีกระดาษเช็ดหน้า กับผ้าขนหนูผืนเล็กบริการ มีที่จอดด้านหลังแต่ค่อนข้างเล็ก อาหารเช้าโอเคถ้าเทียบกับราคา ด้านหน้ามี Mcdonald
ITC|b3b70a2052,2026-06-23 08:59,ITC,Imm Hotel Thapae,Raccoon Haha,,,จองห้องพักผ่าน agoda ได้ห้องที่อยู่ชั้น 1 ติดกับห้องอาหาร เราตั้งใจจองแบบไม่มีอาหารเช้าเพราะต้องการจะนอนพักและเดินทางกลับกรุงเทพในวันรุ่งขึ้น  แต่ตอนเช้าเสียงจานช้อนดังเข้ามาในห้องตลอด
ITC|a939f58624,2026-06-23 08:59,ITC,Imm Hotel Thapae,Ratti Mawatchara,,,รร.สะอาดมาก ห้องน่ารักโทนสีสบายตา น้องๆแผนกต้อนรับบริการดีน่ารัก อยู่ใกล้ประตูท่าแพเลยสะดวกมากๆ
ITC|e26673f511,2026-06-23 08:59,ITC,Imm Hotel Thapae,Bhusarin Wongyeemoh,,,ไม่รู้ว่าเจ้าหน้าที่อารมณ์เสีย หรือ ทีเรื่องหงุดหงิดใจจากไหนไม่รู้นะคะ เราจองที่นี่ 3 คืน คงเป็นครั้งแรกและครั้งเดียวค่ะ ใครอยากอยู่แถวประตูท่าแพร แนะนำโรงแรมอื่นนะคะ ฝั่งตรงข้ามชื่อ M บริการดีมากค่ะ
ITC|3c571b6016,2026-06-23 08:59,ITC,Imm Hotel Thapae,Pitchaya Pannoi,,,ห้องสะอาด กว้าง ทำเลสะดวก เคยไปพักอยู่หลายรอบ แต่รอบล่าสุดนี้มีเหตุที่ทำให้เราเข้าใจผิดนิดหน่อย ทางเราก็ไปสอบถามข้อมูลเจอน้องพนักงานผู้หญิงที่รูปร่างท้วมหน่อยขาวๆผมยาว พูดจาแย่มาก เหมือนอยากเอาชนะลูกค้าอย่างเดียวก็เลยตัดสินใจไปพักไปพักโรงแรมใกล้ๆแถวนั้นแทน ฝากให้ทางโรงแรมบอกน้องปรับปรุงด้วยนะคะในการพูดจากับลูกค้าถ้าลูกค้าเข้าใจอะไรผิดสามารถพูดจาดีๆได้โดยไม่ต้องทำหน้าทำตาใส่ลูกค้าขนาดนั้น
